,Teams,Threat av adj,Matches,Threat GW47 adj 7 - average,Threat GW46 adj 7 - average,Threat GW45 adj 7 - average,Threat GW44 adj 7 - average,Threat GW43 adj 7 - average,Threat GW42 adj 7 - average,Threat GW41 adj 7 - average,Threat GW40 adj 7 - average,Threat GW39 adj* 7 - average,Threat GW39 adj 7 - average,Threat GW38 adj 7 - average,Threat GW37 adj 7 - average,Threat GW36 adj 7 - average,Threat GW35 adj 7 - average,Threat GW34 adj 7 - average,Threat GW33 adj 7 - average,Threat GW32 adj 7 - average,Threat GW31 adj 7 - average,Threat GW30 adj 7 - average,Threat GW29 adj 7 - average,Threat GW28 adj 7 - average,Threat GW27 adj 7 - average,Threat GW26 adj 7 - average,Threat GW25 adj 7 - average,Threat GW24 adj* 7 - average,Threat GW24 adj 7 - average,Threat GW23 adj 7 - average,Threat GW22 adj 7 - average,Threat GW21 adj 7 - average,Threat GW20 adj 7 - average,Threat GW19 adj 7 - average,Threat GW18 adj 7 - average,Threat GW17 adj 7 - average,Threat GW16 adj 7 - average,Threat GW15 adj 7 - average,Threat GW14 adj 7 - average,Threat GW13 adj 7 - average,Threat GW12 adj 7 - average,Threat GW11 adj 7 - average,Threat GW10 adj 7 - average,Threat GW9 adj 7 - average,Threat GW8 adj 7 - average,Threat GW7 adj 7 - average,Threat GW47 adj color,Threat GW47 adj,Threat GW46 adj color,Threat GW46 adj,Threat GW45 adj color,Threat GW45 adj,Threat GW44 adj color,Threat GW44 adj,Threat GW43 adj color,Threat GW43 adj,Threat GW42 adj color,Threat GW42 adj,Threat GW41 adj color,Threat GW41 adj,Threat GW40 adj color,Threat GW40 adj,Threat GW39 adj* color,Threat GW39 adj*,Threat GW39 adj color,Threat GW39 adj,Threat GW38 adj color,Threat GW38 adj,Threat GW37 adj color,Threat GW37 adj,Threat GW36 adj color,Threat GW36 adj,Threat GW35 adj color,Threat GW35 adj,Threat GW34 adj color,Threat GW34 adj,Threat GW33 adj color,Threat GW33 adj,Threat GW32 adj color,Threat GW32 adj,Threat GW31 adj color,Threat GW31 adj,Threat GW30 adj color,Threat GW30 adj,Threat GW29 adj color,Threat GW29 adj,Threat GW28 adj color,Threat GW28 adj,Threat GW27 adj color,Threat GW27 adj,Threat GW26 adj color,Threat GW26 adj,Threat GW25 adj color,Threat GW25 adj,Threat GW24 adj* color,Threat GW24 adj*,Threat GW24 adj color,Threat GW24 adj,Threat GW23 adj color,Threat GW23 adj,Threat GW22 adj color,Threat GW22 adj,Threat GW21 adj color,Threat GW21 adj,Threat GW20 adj color,Threat GW20 adj,Threat GW19 adj color,Threat GW19 adj,Threat GW18 adj color,Threat GW18 adj,Threat GW17 adj color,Threat GW17 adj,Threat GW16 adj color,Threat GW16 adj,Threat GW15 adj color,Threat GW15 adj,Threat GW14 adj color,Threat GW14 adj,Threat GW13 adj color,Threat GW13 adj,Threat GW12 adj color,Threat GW12 adj,Threat GW11 adj color,Threat GW11 adj,Threat GW10 adj color,Threat GW10 adj,Threat GW9 adj color,Threat GW9 adj,Threat GW8 adj color,Threat GW8 adj,Threat GW7 adj color,Threat GW7 adj,Threat GW6 adj color,Threat GW6 adj,Threat GW5 adj color,Threat GW5 adj,Threat GW4 adj color,Threat GW4 adj,Threat GW3 adj color,Threat GW3 adj,Threat GW2 adj color,Threat GW2 adj,Threat GW1 adj color,Threat GW1 adj
10,West Ham,152.28947368421052,38,184.28571428571428,187.14285714285717,181.85714285714286,192.0,186.57142857142856,158.28571428571428,131.14285714285714,126.14285714285714,125.14285714285714,125.14285714285714,126.42857142857143,126.42857142857143,126.42857142857143,126.42857142857143,126.42857142857143,126.42857142857143,126.42857142857143,126.42857142857143,126.42857142857143,126.42857142857143,124.0,101.14285714285714,113.14285714285714,137.0,131.57142857142858,143.42857142857142,147.57142857142858,137.14285714285714,144.14285714285714,135.71428571428572,119.57142857142857,138.0,138.0,135.57142857142858,132.85714285714286,139.42857142857142,168.71428571428572,163.85714285714286,173.14285714285714,176.71428571428572,199.85714285714286,199.7142857142857,190.28571428571428,red,69.0,pink,132.0,red,106.0,green,253.0,green,308.0,green,223.0,light green,199.0,red,89.0,white,,red,95.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,177.0,green,215.0,red,110.0,red,33.0,light green,164.0,red,82.0,red,104.0,light green,160.0,red,55.0,light green,194.0,green,200.0,pink,126.0,white,,light green,165.0,pink,133.0,red,87.0,red,104.0,pink,135.0,red,87.0,green,255.0,light green,148.0,red,114.0,pink,133.0,green,309.0,red,101.0,light green,152.0,green,280.0,green,310.0,red,113.0,red,67.0
11,Spurs,149.57894736842104,38,131.0,136.71428571428572,137.0,129.14285714285714,131.14285714285714,125.28571428571428,162.28571428571428,152.0,165.85714285714286,165.85714285714286,184.7142857142857,184.7142857142857,184.7142857142857,184.7142857142857,184.7142857142857,184.7142857142857,184.7142857142857,184.7142857142857,184.7142857142857,184.7142857142857,185.42857142857144,176.14285714285714,192.42857142857144,166.57142857142858,166.0,166.0,154.71428571428572,147.28571428571428,150.14285714285714,156.85714285714286,156.71428571428572,153.85714285714286,152.28571428571428,150.71428571428572,149.85714285714286,142.14285714285714,132.57142857142858,123.28571428571428,119.85714285714286,134.28571428571428,138.57142857142858,124.85714285714286,154.71428571428572,red,80.0,red,101.0,light green,172.0,green,206.0,red,118.0,red,101.0,pink,139.0,pink,120.0,white,,red,103.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,117.0,green,220.0,red,77.0,green,360.0,red,67.0,white,,green,217.0,green,235.0,pink,122.0,light green,155.0,light green,191.0,light green,179.0,red,63.0,pink,138.0,light green,183.0,light green,142.0,green,202.0,light green,190.0,light green,159.0,red,52.0,pink,127.0,light green,177.0,red,88.0,pink,135.0,pink,125.0,pink,135.0,light green,153.0,light green,157.0,red,81.0,green,297.0
12,Watford,148.05263157894737,38,154.85714285714286,125.14285714285714,145.28571428571428,144.0,129.0,123.57142857142857,125.57142857142857,128.85714285714286,135.57142857142858,135.57142857142858,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,148.14285714285714,139.71428571428572,167.28571428571428,168.0,177.71428571428572,177.71428571428572,167.85714285714286,164.71428571428572,143.71428571428572,137.28571428571428,123.28571428571428,130.42857142857142,124.71428571428572,125.57142857142857,112.57142857142857,115.0,134.0,120.42857142857143,142.85714285714286,144.28571428571428,173.71428571428572,177.5714285714286,180.7142857142857,green,305.0,red,14.0,light green,186.0,green,279.0,light green,144.0,red,61.0,red,95.0,red,97.0,white,,light green,155.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,177.0,light green,174.0,red,106.0,red,75.0,red,118.0,white,,light green,144.0,green,200.0,green,220.0,red,115.0,green,299.0,red,80.0,light green,186.0,red,75.0,light green,178.0,red,73.0,red,70.0,green,201.0,pink,130.0,light green,146.0,red,81.0,red,87.0,red,90.0,green,203.0,red,106.0,green,287.0,light green,156.0,green,287.0,red,114.0,red,112.0
13,Aston Villa,147.10526315789474,38,114.85714285714286,116.28571428571428,119.28571428571428,131.85714285714286,107.71428571428572,108.85714285714286,130.71428571428572,153.28571428571428,164.42857142857142,158.71428571428572,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,158.57142857142858,158.57142857142858,166.42857142857142,149.57142857142858,145.57142857142858,145.57142857142858,119.85714285714286,134.0,144.0,139.42857142857142,154.28571428571428,152.57142857142858,133.85714285714286,151.57142857142858,172.14285714285714,186.85714285714286,190.7142857142857,182.14285714285717,179.5714285714286,182.85714285714286,180.42857142857144,170.42857142857142,144.42857142857142,pink,128.0,red,94.0,pink,131.0,light green,189.0,red,75.0,red,102.0,red,85.0,pink,138.0,red,115.0,green,219.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,20.0,white,,red,83.0,green,255.0,green,243.0,white,,green,216.0,red,75.0,red,95.0,light green,143.0,pink,138.0,pink,137.0,green,215.0,red,36.0,light green,174.0,light green,165.0,red,111.0,green,242.0,pink,125.0,red,84.0,light green,160.0,green,318.0,green,268.0,pink,138.0,light green,182.0,red,107.0,red,107.0,light green,143.0,green,248.0,red,86.0
14,Bournemouth,141.1315789473684,38,157.71428571428572,133.71428571428572,130.14285714285714,118.71428571428572,118.28571428571428,118.85714285714286,119.71428571428572,124.0,146.14285714285714,146.14285714285714,146.85714285714286,146.85714285714286,146.85714285714286,146.85714285714286,146.85714285714286,146.85714285714286,146.85714285714286,146.85714285714286,146.85714285714286,146.85714285714286,138.71428571428572,127.0,123.14285714285714,133.85714285714286,112.42857142857143,112.42857142857143,120.71428571428572,109.28571428571428,116.42857142857143,139.14285714285714,137.14285714285714,139.0,161.57142857142858,150.0,164.0,159.42857142857142,157.71428571428572,154.57142857142858,150.57142857142858,137.71428571428572,138.85714285714286,140.0,153.71428571428572,green,201.0,light green,148.0,green,205.0,light green,148.0,light green,149.0,red,103.0,light green,150.0,red,33.0,white,,pink,123.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,125.0,light green,145.0,light green,153.0,red,109.0,light green,180.0,white,,light green,188.0,pink,128.0,red,68.0,red,63.0,pink,126.0,light green,184.0,red,30.0,green,246.0,red,48.0,red,118.0,green,222.0,red,112.0,light green,197.0,light green,188.0,light green,165.0,light green,146.0,red,86.0,green,210.0,red,90.0,light green,169.0,red,98.0,light green,173.0,light green,154.0,light green,182.0
15,Sheffield Utd,136.4736842105263,38,131.0,121.71428571428572,118.57142857142857,115.57142857142857,115.28571428571428,131.28571428571428,151.57142857142858,149.42857142857142,153.14285714285714,162.0,171.57142857142858,171.57142857142858,171.57142857142858,171.57142857142858,171.57142857142858,171.57142857142858,171.57142857142858,171.57142857142858,171.57142857142858,171.57142857142858,155.85714285714286,155.85714285714286,132.28571428571428,134.85714285714286,126.71428571428572,126.71428571428572,139.85714285714286,132.57142857142858,141.42857142857142,150.71428571428572,163.71428571428572,137.57142857142858,156.71428571428572,155.42857142857142,154.0,140.28571428571428,144.0,125.28571428571428,137.42857142857142,117.85714285714286,111.0,126.57142857142857,124.28571428571428,red,117.0,pink,125.0,red,92.0,light green,170.0,pink,122.0,light green,152.0,pink,139.0,red,52.0,red,103.0,red,71.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,168.0,white,,green,234.0,green,294.0,pink,124.0,white,,red,78.0,light green,165.0,pink,138.0,red,58.0,red,69.0,green,312.0,red,67.0,light green,170.0,red,114.0,green,200.0,pink,123.0,light green,160.0,pink,129.0,green,201.0,light green,161.0,red,104.0,red,104.0,light green,149.0,red,29.0,green,214.0,red,64.0,red,113.0,green,213.0,red,88.0
16,Crystal Palace,136.07894736842104,38,148.14285714285714,130.85714285714286,127.42857142857143,121.85714285714286,127.42857142857143,129.14285714285714,140.71428571428572,133.28571428571428,141.14285714285714,141.14285714285714,137.28571428571428,137.28571428571428,137.28571428571428,137.28571428571428,137.28571428571428,137.28571428571428,137.28571428571428,137.28571428571428,137.28571428571428,137.28571428571428,134.71428571428572,136.14285714285714,111.0,119.0,125.42857142857143,125.42857142857143,134.57142857142858,133.14285714285714,133.85714285714286,119.28571428571428,133.42857142857142,108.57142857142857,95.14285714285714,104.85714285714286,111.42857142857143,121.42857142857143,140.14285714285714,142.42857142857142,162.85714285714286,182.7142857142857,171.42857142857142,172.0,171.57142857142858,pink,124.0,red,99.0,light green,164.0,light green,150.0,green,219.0,red,68.0,green,213.0,red,3.0,white,,red,75.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,125.0,light green,189.0,green,231.0,light green,149.0,light green,161.0,white,,red,58.0,red,48.0,red,107.0,light green,199.0,red,55.0,green,205.0,green,206.0,pink,122.0,red,38.0,red,112.0,red,97.0,light green,154.0,red,31.0,red,112.0,light green,190.0,red,84.0,light green,182.0,green,228.0,light green,170.0,light green,174.0,green,251.0,red,111.0,red,88.0,light green,179.0
17,Burnley,135.0,38,140.28571428571428,135.28571428571428,91.85714285714286,123.85714285714286,124.28571428571428,134.0,135.85714285714286,142.57142857142858,135.85714285714286,135.85714285714286,154.57142857142858,154.57142857142858,154.57142857142858,154.57142857142858,154.57142857142858,154.57142857142858,154.57142857142858,154.57142857142858,154.57142857142858,154.57142857142858,130.57142857142858,146.0,130.85714285714286,120.28571428571428,105.71428571428572,105.71428571428572,114.42857142857143,106.71428571428572,92.14285714285714,90.71428571428572,105.28571428571428,131.0,132.0,136.57142857142858,148.0,156.85714285714286,153.71428571428572,157.57142857142858,132.28571428571428,134.57142857142858,134.42857142857142,143.42857142857142,148.28571428571428,light green,147.0,green,311.0,red,110.0,red,94.0,pink,134.0,red,94.0,red,92.0,red,112.0,white,,red,7.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,334.0,red,97.0,green,202.0,red,107.0,pink,139.0,white,,red,65.0,pink,138.0,light green,166.0,green,205.0,red,96.0,red,33.0,red,37.0,pink,126.0,red,84.0,red,64.0,light green,195.0,light green,198.0,green,213.0,red,44.0,light green,158.0,light green,164.0,pink,126.0,light green,173.0,green,225.0,red,36.0,red,60.0,light green,157.0,green,227.0,light green,160.0
18,Norwich,134.8421052631579,38,79.85714285714286,86.0,90.57142857142857,113.71428571428572,126.85714285714286,124.0,112.42857142857143,142.28571428571428,146.57142857142858,146.57142857142858,157.71428571428572,157.71428571428572,157.71428571428572,157.71428571428572,157.71428571428572,157.71428571428572,157.71428571428572,157.71428571428572,157.71428571428572,157.71428571428572,140.71428571428572,136.28571428571428,130.14285714285714,152.28571428571428,135.71428571428572,135.71428571428572,137.14285714285714,136.71428571428572,140.42857142857142,146.0,166.14285714285714,161.28571428571428,153.0,147.42857142857142,134.85714285714286,170.28571428571428,169.14285714285714,157.85714285714286,149.42857142857142,152.85714285714286,153.71428571428572,174.71428571428572,142.71428571428572,red,65.0,red,72.0,red,32.0,red,89.0,pink,121.0,pink,131.0,red,49.0,red,108.0,white,,red,104.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,194.0,light green,181.0,red,101.0,red,50.0,green,258.0,white,,pink,138.0,light green,182.0,red,75.0,light green,150.0,red,58.0,green,205.0,light green,142.0,light green,148.0,light green,179.0,red,101.0,light green,189.0,light green,199.0,light green,171.0,red,84.0,red,109.0,red,91.0,green,349.0,light green,181.0,pink,120.0,red,112.0,red,108.0,red,115.0,green,238.0,pink,125.0
19,Newcastle,124.26315789473685,38,122.0,136.14285714285714,138.14285714285714,146.0,166.14285714285714,164.85714285714286,162.0,164.42857142857142,168.42857142857142,168.42857142857142,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,120.71428571428572,92.28571428571428,116.0,109.42857142857143,101.85714285714286,101.85714285714286,86.7142857142857,108.42857142857143,114.57142857142857,112.85714285714286,97.28571428571428,127.85714285714286,136.42857142857142,151.14285714285714,126.14285714285714,129.71428571428572,125.85714285714286,124.28571428571428,95.0,96.0,91.14285714285714,106.57142857142857,104.28571428571428,red,27.0,light green,165.0,light green,191.0,red,110.0,red,89.0,pink,127.0,light green,145.0,pink,126.0,white,,light green,179.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,246.0,green,251.0,red,80.0,red,107.0,light green,162.0,white,,light green,154.0,red,50.0,red,41.0,red,52.0,green,246.0,red,61.0,red,109.0,red,48.0,green,202.0,red,84.0,red,40.0,pink,137.0,green,275.0,light green,169.0,light green,151.0,red,27.0,red,109.0,red,13.0,pink,126.0,red,70.0,light green,176.0,red,117.0,pink,135.0,red,93.0
